Reduction_type,TargetVar,Energy,R2,RMSE
PCA,CO2_wltp,petrol,0.7450491098397269,12.067049182028692
PCA,CO2_wltp,diesel,0.8597969152185977,9.348264247948308
PCA,CO2_wltp,lpg,0.8378502505372374,6.81102127888074
PCA,CO2_wltp,hybrid petrol,0.3730588358239396,12.697862421891339
PCA,CO2_wltp,hybrid diesel,0.9576392307855031,2.4988732934501376
